month,topic_id,size,label,theme_id,sim,year,theme_label
2016-12,0,14,fakepopup ; fakepopup fake ; fake ; fakepopup fake alert ; fake alert ; alert,0,1.0,2016,directv ; discount ; directv discount ; directtv ; day ; comcast
2017-12,0,17,bitcoin ; bitcoin bitcoin ; bitcoin bitcoin bitcoin ; bitcoin support ; amazon ; support bitcoin,116,1.0,2017,mcafee ; mcafee support refund ; mcafee support ; refund mcafee ; support refund mcafee ; refund mcafee support
2017-12,1,14,gmail ; gmail gmail ; gmail support ; gmail gmail gmail ; support ; gmail support gmail,117,1.0,2017,chand ; hemant chand ; urlscanio ; hemant ; number urlscanio ; knot networks
2017-12,5,20,techsupport ; got ; techsupport techsupport ; techsupport techsupport techsupport ; support site ; techsupport just,118,1.0,2017,apple ; mcafee ; mcafee refund ; mcafee refund number ; number apple ; hellip apple
2017-12,8,14,tech ; lol ; techsupport ; press ; refunded ; possible,119,1.0,2017,facebook ; wide ; men ; male ; virility ; length
2017-12,10,20,active ; need ; kthx ; just ; sites ; report,120,1.0,2017,popup ; popup number ; medicare ; fake ; phone ; url
2017-12,11,35,guy ; time ; called ; lol ; new ; funny,121,1.0,2017,airlines ; delta ; kill ; airlines number ; american ; carrier
2018-01,7,23,pop ; popup ; pop ups ; ups ; fake pop ; fake,0,0.8014647960662842,2018,directv ; discount ; directv discount ; directtv ; day ; comcast
2018-01,0,12,irs ; microsoft irs ; irs irs ; know real ; blah ; irs just,13,0.8671747446060181,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-01,5,14,techsupport ; asked ; adress ; imminent ; phone toll free ; phone toll,28,0.7929431200027466,2018,voicemail ; message ; number number ; card ; blah ; legal
2018-01,2,13,png ; replace assets files ; replace assets ; png replace assets ; assets ; assets files,90,0.8661935329437256,2018,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2018-01,1,11,apple ; support ; apple techsupport ; fake ; apple support ; fake apple,100,0.90091210603714,2018,card ; text ; gift ; gift card ; bank ; debt
2018-01,10,9,techsupport ; reactions ; hilarious ; just ; funny ; active,110,0.8309416770935059,2018,number phone ; phone number phone ; phone ; phone number ; number phone number ; number werrx01
2018-01,3,9,card ; gift ; gift card ; free ; grants ; vacation,122,1.0,2018,winxfiles search ; search ; winxfiles ; search phone ; winxfiles search phone ; phone
2018-01,4,44,called ; cra ; new ; just ; tell ; money,123,1.0,2018,amazon ; hellip amazon ; number ; amazon number ; ftc ; fake
2018-01,6,25,microsoft ; refund ; techsupport ; windows ; windows techsupport ; calling,124,1.0,2018,khldnusdechscw00 ; number khldnusdechscw00 ; phone number khldnusdechscw00 ; phone number ; aezp ; phone
2018-01,8,15,wirus ; fake ; index ; fake wirus ; australian ; wirus popup,125,1.0,2018,airlines ; kill ; number kill ; airlines impersonator number ; airlines impersonator ; impersonator number
2018-01,9,11,techsupport ; kill ; tech ; safe ; stay safe ; sort,126,1.0,2018,pch ; voicemail ; robocall ; hellip publishers clearing ; hellip publishers ; robocall arrow
2018-02,5,14,hammer ; pop ; popup ; fake ; fake popup ; hammer sorry,0,0.8134064674377441,2018,directv ; discount ; directv discount ; directtv ; day ; comcast
2018-02,0,34,irs ; called ; whitepages ; ha ; friday ; irs irs,13,0.7878367900848389,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-02,7,12,microsoft ; support ; office ; refund ; microsoft office ; support microsoft,17,0.8287707567214966,2018,insurance ; called ; active ; car ; got ; number active
2018-02,6,34,techsupport ; techsupport techsupport ; support ; ve ; tech ; company,28,0.8018667697906494,2018,voicemail ; message ; number number ; card ; blah ; legal
2018-02,10,18,techsupport ; new ; techsupport new ; slight ; new techsupport ; slight smile,39,0.7916086912155151,2018,windows code ; windows ; code ; number windows ; number windows code ; firewall0x268d3x0
2018-02,2,15,browser ; lock ; browser lock ; phone ; png ; popup phone,86,0.8061505556106567,2018,paypal ; geek ; squad ; geek squad ; number paypal ; ebay
2018-02,1,13,png ; image ; assets ; replace ; replace assets ; replace assets files,90,0.8980181217193604,2018,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2018-02,3,14,gift ; card ; gift card ; good ; fake ; gift popup,93,0.7978899478912354,2018,pch ; pch number ; jamaican ; millions ; mega millions ; mega
2018-02,4,16,indian ; people ; called ; fake ; hell ; gets pissed,127,1.0,2018,uk ; text ; arrow arrow ; bank ; arrow ; message
2018-02,8,18,rat ; skype ; want ; free ; facebook ; links,128,1.0,2018,popup ; popup number ; phone ; phone number ; number win0xixm07 ; number win0xixm07 phone
2018-02,9,25,just ; online ; called ; live ; just finished ; finished,129,1.0,2018,microsoft ; popup ; hellip microsoft ; fake microsoft ; microsoft number ; defender
2018-02,11,14,techsupport ; popup ; screenshots ; microsoft techsupport ; new techsupport ; error,130,1.0,2018,services ; code0x268d3 er0007ff97 services ; er0007ff97 ; er0007ff97 services ; code0x268d3 er0007ff97 ; url fails
2018-03,5,41,popup ; fake ; wirus ; wirus popup ; phone ; fake wirus popup,0,0.8046614527702332,2018,directv ; discount ; directv discount ; directtv ; day ; comcast
2018-03,2,17,irs ; tax ; australian ; called ; irs irs ; left,13,0.8903235793113708,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-03,3,20,irs ; active ; irs active ; active irs ; friday ; pretty,13,0.8494002819061279,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-03,7,46,microsoft ; windows ; support ; key ; techsupport ; got,17,0.8340188264846802,2018,insurance ; called ; active ; car ; got ; number active
2018-03,6,94,techsupport ; new ; support ; working ; tech ; indian,28,0.8022586703300476,2018,voicemail ; message ; number number ; card ; blah ; legal
2018-03,4,17,png ; replace assets ; assets ; assets files ; replace assets files ; replace,90,0.9003830552101135,2018,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2018-03,0,33,live ; march ; live march ; central ; central time ; march central,131,1.0,2018,phone number ; w0xgsyi7cust0m wi00xim08 phone ; wi00xim08 phone ; w0xgsyi7cust0m ; w0xgsyi7cust0m wi00xim08 ; wi00xim08
2018-03,1,16,norton ; norton norton ; new norton ; make calls ; norton new ; lets make,132,1.0,2018,zelle ; fake zelle ; fake ; zelle number ; fake zelle number ; zelle fake
2018-03,8,35,people ; calling ; just ; active ; like ; russian,133,1.0,2018,fake ; apple ; number werrx01 phone ; number werrx01 ; werrx01 phone ; werrx01
2018-03,9,21,legit ; capable ; money ; app ; new ; security,134,1.0,2018,popup ; popup number ; number rk0x00786xechx00x9 ; rk0x00786xechx00x9 ; number rk0x00786xechx00x9 indexphp ; rk0x00786xechx00x9 indexphp
2018-04,0,54,irs ; cra ; called ; irs active ; active ; said,13,0.8102127313613892,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-04,7,60,microsoft ; vm ; machine ; tech ; windows ; fake,17,0.8108386993408203,2018,insurance ; called ; active ; car ; got ; number active
2018-04,1,18,popup ; german ; hxxps ; hxxps cloudfront ; index ; cloudfront,18,0.7946567535400391,2018,support ; tech ; tech support ; support number ; tech support number ; site
2018-04,11,50,techsupport ; geeks ; tech ; support ; guys ; working,28,0.832598090171814,2018,voicemail ; message ; number number ; card ; blah ; legal
2018-04,10,19,techsupport ; popup ; techsupport popup ; pop ; nts ; techsupport pop,54,0.8080193996429443,2018,link ; tech support link ; support link ; associated ; free ; iphone
2018-04,4,20,png ; png replace ; png replace assets ; files ; popup ; replace assets files,90,0.8266140222549438,2018,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2018-04,5,19,png ; image ; replace assets files ; assets files ; replace assets ; assets,90,0.8497968316078186,2018,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2018-04,2,18,said ; officer ; april ; central time ; central ; time,135,1.0,2018,card ; credit ; credit card ; card number ; credit card number ; services
2018-04,3,38,april ; central ; april central ; central time ; april central time ; time,136,1.0,2018,pop ; pop number ; whatsapp ; phone ; pharmacy ; voucher
2018-04,6,22,phone ; support ; indian ; myphonesupport ; techsupport ; phone support,137,1.0,2018,aclk sa ; wwwgooglecom aclk sa ; wwwgooglecom aclk ; wwwgooglecom ; number wwwgooglecom ; number wwwgooglecom aclk
2018-04,8,24,people ; called ; receive ; scamming ; called times ; times,138,1.0,2018,eaiaiqobchmi bwe referrer ; number gclid eaiaiqobchmi ; number number gclid ; bwe referrer ; eaiaiqobchmi ; gclid eaiaiqobchmi bwe
2018-04,9,29,talk ; want ; funny ; want talk ; gift card ; ips,139,1.0,2018,crypto ; facebook ; pharmacy ; crypto number ; medicare ; ssa
2018-05,1,70,irs ; said ; answers ; help ; utc ; irs help,13,0.8585093021392822,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-05,3,49,png ; popup ; replace ; image ; png replace ; replace assets,90,0.8366522192955017,2018,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2018-05,5,70,techsupport ; live ; tech ; support ; techsupport techsupport ; techsupport live,118,0.86232590675354,2018,apple ; mcafee ; mcafee refund ; mcafee refund number ; number apple ; hellip apple
2018-05,4,84,microsoft ; windows ; techsupport ; computer ; refund ; support,124,0.9174252152442932,2018,khldnusdechscw00 ; number khldnusdechscw00 ; phone number khldnusdechscw00 ; phone number ; aezp ; phone
2018-05,0,37,ct ; guy ; hung ; said ; ct live ; blah,140,1.0,2018,card ; loan ; order ; hellip amazon ; charged ; debt
2018-05,2,102,scammed ; card ; indian ; trying ; money ; people,141,1.0,2018,number fake amazon ; amazon number fake ; number fake ; fake amazon ; fake amazon number ; amazon number
2018-06,1,72,irs ; pst ; irs pst ; calling ; called ; recording,13,0.8179775476455688,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-06,4,75,microsoft ; windows ; tech ; computer ; microsoft tech ; firertc,17,0.8405542969703674,2018,insurance ; called ; active ; car ; got ; number active
2018-06,3,37,popup ; chrome ; fake ; popups ; hxxps ; works,18,0.8389511108398438,2018,support ; tech ; tech support ; support number ; tech support number ; site
2018-06,5,63,techsupport ; tech ; techsupport techsupport ; live ; fake ; live tech,28,0.8070390224456787,2018,voicemail ; message ; number number ; card ; blah ; legal
2018-06,6,23,indian ; indian techsupport ; support ; techsupport ; etisalat ; fake,84,0.8608366250991821,2018,discord ; crypto ; server ; associated ; instagram ; gemini
2018-06,2,26,png ; image ; assets files ; replace assets files ; replace assets ; assets,90,0.8167318105697632,2018,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2018-06,0,31,june ; june ct ; ct ; woman ; spell ; hung,142,1.0,2018,bandwidth ; using bandwidth ; quickbooks ; number using bandwidth ; using ; number using
2018-06,7,29,flip ; money ; money flip ; tells ; armour ; lets,143,1.0,2018,phone ; bemobdata ; phone bemobdata c ; phone bemobdata ; bemobdata c ; bemobdata c hellip
2018-06,8,52,called ; live ; phone ; like ; said ; job,144,1.0,2018,campaign ; nimdaus ; browser chrome ; ip browser ; ip browser chrome ; chrome os windows
2018-07,3,119,irs ; fake irs ; fake ; said ; july ; guy,13,0.8166558742523193,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-07,7,72,microsoft ; windows ; microsoft tech ; techsupport ; tech ; fake,17,0.826207160949707,2018,insurance ; called ; active ; car ; got ; number active
2018-07,8,48,techsupport ; indian ; techsupport techsupport ; fun ; geeks ; indian techsupport,28,0.8948509693145752,2018,voicemail ; message ; number number ; card ; blah ; legal
2018-07,9,37,techsupport ; active ; active techsupport ; called ; guys ; techsupport techsupport,39,0.8676906824111938,2018,windows code ; windows ; code ; number windows ; number windows code ; firewall0x268d3x0
2018-07,6,48,techsupport ; popup ; fake ; pop ; fake techsupport ; techsupport pop,54,0.8801741003990173,2018,link ; tech support link ; support link ; associated ; free ; iphone
2018-07,2,54,png ; image ; assets ; replace assets ; replace ; replace assets files,90,0.860988974571228,2018,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2018-07,0,33,apple ; iphone ; support ; apple support ; cf ; itunes,100,0.8494810461997986,2018,card ; text ; gift ; gift card ; bank ; debt
2018-07,1,26,works ; chrome ; edge ; chrome works ; popup ; german,145,1.0,2018,card ; grant ; loan ; debt ; relief ; loan number
2018-07,4,106,live ; new ; gift ; like ; time ; gift card,146,1.0,2018,indexphp ; number indexphp ; number number indexphp ; click id ; click ; clickid
2018-07,5,29,popup ; mac ; pop ; tools ; ads ; im,147,1.0,2018,bank ; british ; british bank ; medicare ; text ; gamma
2018-08,5,57,popup ; pop ; virus ; techsupport ; fake ; virus popup,0,0.8293189406394958,2018,directv ; discount ; directv discount ; directtv ; day ; comcast
2018-08,1,139,irs ; fake irs ; fake ; irs fake ; irs fake irs ; phone,13,0.8521069884300232,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-08,3,175,card ; called ; people ; phone ; just ; credit,14,0.8398768305778503,2018,ssa ; ssa number ; badge ; hellip ssa ; number ssa ; social security
2018-08,4,77,microsoft ; support ; windows ; microsoft techsupport ; key ; techsupport,17,0.8265939950942993,2018,insurance ; called ; active ; car ; got ; number active
2018-08,7,120,techsupport ; company ; techsupport techsupport ; tech ; new ; support,28,0.8193070888519287,2018,voicemail ; message ; number number ; card ; blah ; legal
2018-08,0,31,size ; messages automatically automated ; messages automatically ; popup list ; popup list size ; finds popups size,148,1.0,2018,campaign ; hellip tech support ; hellip tech ; chrome os windows ; windows key2 ; key2
2018-08,2,58,refund ; cra ; revenue agency ; canadian ; agency ; revenue,149,1.0,2018,carrier ; acefone country ; acefone country carrier ; carrier acefone ; carrier acefone country ; number carrier acefone
2018-08,6,31,mcafee ; antivirus ; support ; techsupport ; mcafee support ; new,150,1.0,2018,loan ; medicare ; ssa ; loan number ; transfer ; like
2018-09,5,40,fake ; microsoft ; fake microsoft ; support ; fake microsoft support ; microsoft support,0,0.8578486442565918,2018,directv ; discount ; directv discount ; directtv ; day ; comcast
2018-09,2,24,irs ; fake irs ; received ; internal revenue ; internal ; revenue service,13,0.866284966468811,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-09,3,59,irs ; fake irs ; irs irs ; fake ; called ; officer,13,0.8508267998695374,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-09,8,47,phone ; calls ; guys ; just ; called ; new,49,0.8500967621803284,2018,instagram ; facebook ; whatsapp ; accounts ; account ; dating
2018-09,6,83,techsupport ; popup ; techsupport techsupport ; tech ; techsupport fake ; support,54,0.93545001745224,2018,link ; tech support link ; support link ; associated ; free ; iphone
2018-09,1,39,apple ; support ; printer ; apple support ; fake apple ; printer support,100,0.8681893348693848,2018,card ; text ; gift ; gift card ; bank ; debt
2018-09,0,31,size ; replying ; adaross ; size size adaross ; automatically automated ; adaross replying,151,1.0,2018,bank ; card ; crypto ; spectrum ; called ; chime
2018-09,4,56,microsoft ; license ; key ; vm ; windows ; license key,152,1.0,2018,tech support ; tech ; tech support number ; bcda ; number werrx01usahtml bcda ; number werrx01usahtml
2018-09,7,28,sites ; ip ; craigslist ; personal ; know ; way,153,1.0,2018,carrier ; amazon number number ; country ; country carrier ; number number carrier ; number carrier
2018-10,2,25,irs ; fake irs ; irs fake irs ; irs fake ; officer ; irs irs,13,0.8462275266647339,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-10,3,44,irs ; irs irs ; irs got ; got ; fake irs ; treasury,13,0.8260310888290405,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-10,10,43,microsoft ; techsupport ; microsoft techsupport ; guys ; exe ; tech,17,0.7957598567008972,2018,insurance ; called ; active ; car ; got ; number active
2018-10,9,41,popup ; techsupport ; techsupport popup ; pop ; url ; popup url,18,0.833965539932251,2018,support ; tech ; tech support ; support number ; tech support number ; site
2018-10,8,60,techsupport ; support ; fake ; active ; active techsupport ; tech,39,0.8490884304046631,2018,windows code ; windows ; code ; number windows ; number windows code ; firewall0x268d3x0
2018-10,4,23,png ; image ; png replace ; replace ; png replace assets ; replace assets,90,0.8562343120574951,2018,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2018-10,1,36,apple ; support ; hp ; printer ; printer support ; fake,100,0.8155558109283447,2018,card ; text ; gift ; gift card ; bank ; debt
2018-10,0,26,size ; adaross ; size adaross ; list ; site list size ; adaross site,154,1.0,2018,number windows ; microsoft ; 0y0dv14007 ; support assistance ; assistance er ; assistance er 0y0dv14007
2018-10,5,32,refund ; refund department ; department ; microsoft refund ; microsoft ; span,155,1.0,2018,lifelock ; norton ; norton lifelock ; lock ; life lock ; life
2018-10,6,88,old ; year ; loan ; year old ; scammed ; husband,156,1.0,2018,amplifyappcom ; amplifyappcom tech ; amplifyappcom tech support ; tech support number ; tech support ; tech
2018-10,7,50,cra ; phone ; called ; voice ; got ; message,157,1.0,2018,etsy ; amplifyappcom ; computer err00r ; number computer err00r ; err00r ; err00r code
2018-11,1,48,irs ; tax ; got ; irs irs ; received ; australian,13,0.8505683541297913,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-11,9,69,microsoft ; computer ; windows ; support ; license ; microsoft support,17,0.8465253114700317,2018,insurance ; called ; active ; car ; got ; number active
2018-11,10,58,techsupport ; working ; tech ; live ; dell ; techsupport techsupport,28,0.8333385586738586,2018,voicemail ; message ; number number ; card ; blah ; legal
2018-11,11,50,popup ; error ; techsupport ; support ; fake ; url,54,0.8590861558914185,2018,link ; tech support link ; support link ; associated ; free ; iphone
2018-11,2,21,png ; image ; replace ; assets ; replace assets ; assets files,90,0.8445765972137451,2018,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2018-11,8,28,card ; credit ; gift ; credit card ; free ; gift card,122,0.8487796783447266,2018,winxfiles search ; search ; winxfiles ; search phone ; winxfiles search phone ; phone
2018-11,0,30,size ; adaross ; size adaross ; size size adaross ; automated finds ; messages automatically,158,1.0,2018,live ; amazon live ; amazon ; comcast ; jan number ; jan
2018-11,3,41,firertc ; warranty ; car ; work ; car warranty ; aussie,159,1.0,2018,number number werrx01usahtml ; number werrx01usahtml bcda ; werrx01usahtml bcda ; werrx01usahtml ; bcda ; number werrx01usahtml
2018-11,4,29,phone ; help ; wasting ; time ; work ; state,160,1.0,2018,crypto ; crypto tech ; crypto tech support ; community ; tech ; active
2018-11,5,32,ssa ; social ; social security ; security ; ss ; active,161,1.0,2018,coinbase ; coinbase tech ; coinbase number ; coinbase tech support ; community ; community coinbase
2018-11,6,25,cra ; november ; ontario ; active ; canada ; ottawa,162,1.0,2018,fake microsoft ; pop ; number indexphp ; pop number ; indexphp ; microsoft
2018-11,7,35,did ; omg ; guy ; minutes ; got ; hung,163,1.0,2018,amazon ; hellip amazon ; prime ; amazon prime ; live ; amazon live
2018-12,5,27,fake ; popup ; apple ; apple support ; fake techsupport popup ; techsupport popup,0,0.8770440220832825,2018,directv ; discount ; directv discount ; directtv ; day ; comcast
2018-12,2,52,irs ; ssa ; cra ; december ; canada ; active,13,0.8504449725151062,2018,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2018-12,4,86,techsupport ; called ; active ; phone ; technical ; support,28,0.8160428404808044,2018,voicemail ; message ; number number ; card ; blah ; legal
2018-12,1,22,png ; image ; png replace ; replace ; png replace assets ; assets files,90,0.8491901159286499,2018,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2018-12,6,26,card ; gift ; pharmacy ; insurance ; gift card ; text,93,0.7800081968307495,2018,pch ; pch number ; jamaican ; millions ; mega millions ; mega
2018-12,3,63,microsoft ; refund ; computer ; windows ; microsoft support ; said,124,0.8704112768173218,2018,khldnusdechscw00 ; number khldnusdechscw00 ; phone number khldnusdechscw00 ; phone number ; aezp ; phone
2018-12,0,30,size ; size adaross ; adaross ; size size adaross ; finds ; automatically automated finds,158,0.8904027938842773,2018,live ; amazon live ; amazon ; comcast ; jan number ; jan
2018-12,7,20,cra ; funny ; angry ; guy ; scammed ; hell,164,1.0,2018,crypto ; wallet ; active ; support ; blockchain ; crypto wallet
2018-12,8,35,voice ; got ; called ; way ; said ; told,165,1.0,2018,bcda ; tech support ; tech support number ; support number number ; tech ; apple
2018-12,9,39,scambaiting ; check ; guys ; ve ; know ; database,166,1.0,2018,crypto ; fake ; active ; amazon ; blockchain ; tv
2019-01,9,40,irs ; taxes ; time ; irs active ; fake irs ; irs irs,13,0.8422315120697021,2019,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2019-01,7,38,microsoft ; support ; license ; windows ; key ; removed,17,0.8490222096443176,2019,insurance ; called ; active ; car ; got ; number active
2019-01,4,59,techsupport ; support ; computer ; tech ; soundboard ; new,28,0.8000894784927368,2019,voicemail ; message ; number number ; card ; blah ; legal
2019-01,5,120,cra ; called ; phone ; calling ; free ; just,157,0.8859251737594604,2019,etsy ; amplifyappcom ; computer err00r ; number computer err00r ; err00r ; err00r code
2019-01,0,33,size ; adaross ; size adaross ; automatically automated finds ; size messages ; automatically automated,158,0.913284420967102,2019,live ; amazon live ; amazon ; comcast ; jan number ; jan
2019-01,1,29,refund ; microsoft refund ; microsoft ; firertc ; refund department ; windows refund,167,1.0,2019,pharmacy ; health ; insurance ; medicare ; called ; expense
2019-01,2,33,ssa ; suggests multiple ; multiple active ; intel suggests ; suggests multiple active ; suggests,168,1.0,2019,geek ; squad ; geek squad ; gad ; gad source ; source
2019-01,3,21,loan ; debt ; student ; student loan ; business ; fake debt,169,1.0,2019,apple ; number apple ; apple support ; apple number ; apple support number ; number apple support
2019-01,6,44,said ; did ; like ; guy ; officer ; called,170,1.0,2019,crypto ; medicare ; fake ; loan ; health ; recovery
2019-01,8,57,png ; image ; upload ; png upload ; upload png ; png upload png,171,1.0,2019,amazon ; content ; sure ; sure write ; write ; write important content
2019-01,10,36,ssa ; social security ; social ; security ; ssn ; fake,172,1.0,2019,norton ; norton number ; hellip norton ; number norton ; screen readers norton ; readers norton
2019-02,6,70,popup ; png ; microsoft ; image ; windows ; virus,0,0.8187160491943359,2019,directv ; discount ; directv discount ; directtv ; day ; comcast
2019-02,2,51,irs ; confirmed irs ; confirmed ; tax ; irs confirmed ; irs confirmed irs,13,0.8315204977989197,2019,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2019-02,5,69,techsupport ; company ; account ; ve ; called ; geeks,28,0.8138560652732849,2019,voicemail ; message ; number number ; card ; blah ; legal
2019-02,0,28,size ; adaross ; size adaross ; list size ; adaross site ; adaross site list,154,0.9461953639984132,2019,number windows ; microsoft ; 0y0dv14007 ; support assistance ; assistance er ; assistance er 0y0dv14007
2019-02,4,70,ssa ; confirmed ssa ; confirmed ; social security ; social ; security,161,0.8868999481201172,2019,coinbase ; coinbase tech ; coinbase number ; coinbase tech support ; community ; community coinbase
2019-02,3,26,suggests multiple active ; multiple active ; intel suggests multiple ; intel suggests ; intel ; suggests multiple,168,0.9032834768295288,2019,geek ; squad ; geek squad ; gad ; gad source ; source
2019-02,1,26,cra ; canada ; faux cra ; faux ; phone ; primus,173,1.0,2019,virus ; alert number ; alert ; fake virus ; virus alert ; virus alert number
2019-02,7,40,phone ; india ; facebook ; pakistan ; free ; fake,174,1.0,2019,amazon ; hellip amazon ; walmart ; sure ; sure write important ; write important
2019-02,8,51,refund ; card ; microsoft ; called ; microsoft refund ; credit,175,1.0,2019,medicare ; free ; insurance ; content ; life ; write important content
2019-02,9,32,getting ; angry ; drunk ; screaming ; dont ; video,176,1.0,2019,pch ; pch number ; hellip pch ; hellip pch number ; transcript ; pch number transcript
2019-02,10,59,guy ; called ; said ; hung ; got ; second,177,1.0,2019,microsoft ; microsoft support ; collections ; number microsoft ; number collections ; microsoft support number
2019-03,10,51,popup ; pop ; fake ; techsupport ; virus ; xyz,0,0.8459742069244385,2019,directv ; discount ; directv discount ; directtv ; day ; comcast
2019-03,1,49,irs ; cra ; toronto ; faux cra ; faux ; irs irs,13,0.8395219445228577,2019,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2019-03,12,56,techsupport ; techsupport techsupport ; blast ; techsupport techsupport techsupport ; techsupport techsupport blast ; techsupport blast,28,0.8274796605110168,2019,voicemail ; message ; number number ; card ; blah ; legal
2019-03,8,70,phone ; got ; calls ; like ; company ; calling,49,0.8505667448043823,2019,instagram ; facebook ; whatsapp ; accounts ; account ; dating
2019-03,11,33,microsoft ; windows ; microsoft support ; key ; support ; license,152,0.8146673440933228,2019,tech support ; tech ; tech support number ; bcda ; number werrx01usahtml bcda ; number werrx01usahtml
2019-03,0,38,size ; adaross ; size adaross ; adaross site ; adaross site list ; site list,154,0.9060752391815186,2019,number windows ; microsoft ; 0y0dv14007 ; support assistance ; assistance er ; assistance er 0y0dv14007
2019-03,2,38,like ; did ; officer ; asked ; called ; idiot,170,0.8670580983161926,2019,crypto ; medicare ; fake ; loan ; health ; recovery
2019-03,7,68,refund ; computer ; called ; refund got ; microsoft ; got,175,0.8715848922729492,2019,medicare ; free ; insurance ; content ; life ; write important content
2019-03,3,40,insurance ; medical ; alert ; medical alert ; car ; warranty,178,1.0,2019,sure write important ; write important ; important ; sure write ; write ; important content
2019-03,4,37,toll ; toll free ; free ; ssa ; provider ; ssa toll free,179,1.0,2019,apple ; fake apple ; apple support ; apple number ; apple support number ; number merrx01usahtml bcda
2019-03,5,69,ssa ; confirmed ssa ; confirmed ; hunting ; hunting ssa ; happy hunting,180,1.0,2019,hotlink ; aaa ; hellip aaa ; sq ; lk ; sq lk
2019-03,6,55,million ; mr ; fund ; fbi ; funds ; nigerian,181,1.0,2019,bcda fake microsoft ; bcda ; bcda fake ; microsoft number werrx01usahtml ; number werrx01usahtml bcda ; number werrx01usahtml
2019-03,9,35,steal ; story ; scammerblaster ; scamming ; money ; started,182,1.0,2019,span ; coinbase ; tech ; active ; number span ; crypto
2019-04,10,46,microsoft ; techsupport ; windows ; key ; support ; called,17,0.8051126003265381,2019,insurance ; called ; active ; car ; got ; number active
2019-04,2,47,url ; pop ; tfn ; pop url ; fake pop ; fake pop url,18,0.8036949634552002,2019,support ; tech ; tech support ; support number ; tech support number ; site
2019-04,11,47,techsupport ; support ; german ; reviews ; techie support ; techie,28,0.8422582745552063,2019,voicemail ; message ; number number ; card ; blah ; legal
2019-04,5,36,irs ; irs irs ; verified irs ; verified ; irs toll ; irs verified,31,0.8585456013679504,2019,discord ; nitro ; server ; discord nitro ; hellip discord ; group
2019-04,9,53,refund ; amazon ; microsoft refund ; microsoft ; department ; refund refund,155,0.8702201843261719,2019,lifelock ; norton ; norton lifelock ; lock ; life lock ; life
2019-04,0,38,size ; adaross ; size adaross ; size size adaross ; size messages ; automated finds,158,0.884498655796051,2019,live ; amazon live ; amazon ; comcast ; jan number ; jan
2019-04,6,83,ssa ; toll ; social ; toll free ; new ; social security,179,0.8641877174377441,2019,apple ; fake apple ; apple support ; apple number ; apple support number ; number merrx01usahtml bcda
2019-04,1,49,fake microsoft ; microsoft pop ; fake microsoft pop ; pop fake microsoft ; microsoft pop fake ; pop fake,183,1.0,2019,phone ; hrkjsrwn009786x0jsr ; hrkjsrwn009786x0jsr indexphp ; indexphp ; number hrkjsrwn009786x0jsr ; number hrkjsrwn009786x0jsr indexphp
2019-04,3,65,jpeg ; alert ; upload ; warning ; jpeg upload jpeg ; bandicam jpeg upload,184,1.0,2019,number ; content ; accessible ; content accessible ; important content accessible ; important content
2019-04,4,48,jpeg ; image ; image bandicam ; bandicam ; upload ; image bandicam jpeg,185,1.0,2019,apple ; apple support ; hellip apple ; iphone ; apple pay ; pay
2019-04,7,69,ssa ; ssa ssa ; em ; indian ; em ssa ; ssa indian,186,1.0,2019,span ; support ; active ; number span ; robinhood ; class span
2019-04,8,220,got ; called ; card ; money ; phone ; insurance,187,1.0,2019,amazon ; hellip amazon ; fake ; alert ; virus alert ; virus alert number
