Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document,orig_index,id,created_at
tech_support scam tech_support scam alternate djr infotech solutions mr dilpreet singh contact number,6,6_techsupport_techsupport techsupport_tech_active,"['techsupport', 'techsupport techsupport', 'tech', 'active', 'nginx', 'ha', 'india', 'techsupport techsupport techsupport', 'isoftwareshop', 'indian']","['fake mcafee support scammer from india geek kart com innovative sale vizpc com isoftwareshop com alphasaleweb com thanks my indian friend monis for his help i got these fro', 'heeeey yooooou guuuuuys ah ha ha nginx is often found as the server running that supplies these tech_support scam pages russian media group rambler attempting to hold nginx hostage ars technica i fin', 'heeeey youuuu guuuuys ah ha ha nginx is often found as the server running that supplies these tech_support scam pages russian media group rambler attempting to hold nginx hostage ars technica i fin']",techsupport - techsupport techsupport - tech - active - nginx - ha - india - techsupport techsupport techsupport - isoftwareshop - indian,1.0,False,65995,52620,2019-12-24 09:35:20
ssa scam phone scam alert nomorobo,0,0_social_social security_security_administration,"['social', 'social security', 'security', 'administration', 'security administration', 'social security administration', 'phone', 'ssa', 'alert nomorobo', 'phone alert']","['ssa scam phone scam alert nomorobo hi this message is intended for you from the social security administration we have received a legal complaint under your social security number and your drive', 'ssa scam phone scam alert nomorobo hi this message is intended for you from social security administration we have received a legal complaint under your social security number and your driver s', 'ssa scam phone scam alert nomorobo hi this message is intended for you from social security administration we have received a legal complaint under your social security number and your driver s']",social - social security - security - administration - security administration - social security administration - phone - ssa - alert nomorobo - phone alert,0.2918155137027951,False,65996,52619,2019-12-24 03:21:50
pointlessly calling scammers on twitch cus i said so twitch,12,12_amazon_amazonprime_account_travel,"['amazon', 'amazonprime', 'account', 'travel', 'amazon account', 'robocaller', 'robocaller warning nomorobo', 'robocaller warning', 'warning nomorobo', 'won']","['amazon_prime fake robocall robocaller warning nomorobo from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an acco', 'amazon purchase fake amazon purchase 99 robocaller warning nomorobo pay attention this is amazon_prime your amazon_prime it seems your amazon account misused somebody using your amazon account su', 'amazaon charge scam robocaller warning nomorobo call from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an account or if y']",amazon - amazonprime - account - travel - amazon account - robocaller - robocaller warning nomorobo - robocaller warning - warning nomorobo - won,1.0,False,65997,52618,2019-12-24 03:07:47
mazon scam robocaller warning nomorobo damion from amazon customer service employee id a m and i m calling you in reference to your amazon_prime account i want to inform you that your amazon pri,12,12_amazon_amazonprime_account_travel,"['amazon', 'amazonprime', 'account', 'travel', 'amazon account', 'robocaller', 'robocaller warning nomorobo', 'robocaller warning', 'warning nomorobo', 'won']","['amazon_prime fake robocall robocaller warning nomorobo from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an acco', 'amazon purchase fake amazon purchase 99 robocaller warning nomorobo pay attention this is amazon_prime your amazon_prime it seems your amazon account misused somebody using your amazon account su', 'amazaon charge scam robocaller warning nomorobo call from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an account or if y']",amazon - amazonprime - account - travel - amazon account - robocaller - robocaller warning nomorobo - robocaller warning - warning nomorobo - won,1.0,False,65998,52617,2019-12-24 02:52:14
a guy with hardend nerves there is one guy whos nerves are really hard to break call him david but if there is a girl that anwserd call her kate but your main target is david i challenge you to break his nerves it wont happen here is the,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.4840090425907386,False,65999,52616,2019-12-23 23:02:58
two tech_support scam numbers voicemail from restricted number saying that error and warning messages had been found on my computer call back at and a call from an indian guy named mike said we had previously spoke,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.368741202298405,False,66000,52615,2019-12-23 22:53:04
pill scam hello i was on bobrtc and i saw a number that i found and was a pill scam so here is the number note if its not available then they closed up or their service got their number pulled,7,7_bobrtc_bob_calls_add,"['bobrtc', 'bob', 'calls', 'add', 'non', 'phonebook', 'work', 'available', 'uk', 'connect']","['bobrtc question i opened bobrtc today and i were no longer able to add numbers i ve got 39322xp now my question how long does an account need to exist to add numbers it s a bit sad that there are not so much numbers on bobrtc bu', 'bobrtc is moving to a new site this weekend dec 21 bobrtc tel bobrtc has thwarted yet another takedown attempt this time an attacker went after godaddy the registrar of bobrtc live by sending bupkis complaints a few months ago a lawyer was haggling godaddy trying to pry owner', 'limited non toll free dialing available again on bobrtc we have some non toll free dialing available again on bobrtc this outage was due to losing an agreement to deliver traffic the previous outage of ntf 4 weeks ago had everything to do with what numbers were being di']",bobrtc - bob - calls - add - non - phonebook - work - available - uk - connect,0.551995778307957,False,66001,52614,2019-12-23 22:51:52
romance scam email title me t se y girls in our ity external link from date dec 23 2019 12 02 pm subject me t se y girls in our ity external link mailed by rs31 websites,5,5_money_bank_power_company,"['money', 'bank', 'power', 'company', 'scammed', 'apartment', 'guy', 'spoofed', 'yes', 'sent']","['one more bank acc info used by scammers in intense 419 scam here you go one more bank acc this scammer is quite optimistic in getting his money use this informztion how ever you like scum deserves hell and no less bank name barclays bank plc bank address acorn hous', 'coned unpaid balance power shutoff threat scam robo dialed from spoofed number claims to be coned and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money these evil jerks needs to be pounded the num', 'pg e unpaid balance power shutoff threat scam robodialed from spoofed number claims to be pg e and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money evil scammer needs to be pounded the number le']",money - bank - power - company - scammed - apartment - guy - spoofed - yes - sent,0.7254456701807828,False,66002,52613,2019-12-23 22:48:04
tech_support scam call tech scam call pretending to be microsoft refund department,1,1_refund_fake refund_refund refund_microsoft refund,"['refund', 'fake refund', 'refund refund', 'microsoft refund', 'department', 'fake', 'voicemail', 'called', 'account', 'support']","['more refund scammers', 'refund scam', 'refund scam']",refund - fake refund - refund refund - microsoft refund - department - fake - voicemail - called - account - support,0.5274503679840424,False,66003,52612,2019-12-23 22:45:14
tech scam call pretending to be microsoft refund department,1,1_refund_fake refund_refund refund_microsoft refund,"['refund', 'fake refund', 'refund refund', 'microsoft refund', 'department', 'fake', 'voicemail', 'called', 'account', 'support']","['more refund scammers', 'refund scam', 'refund scam']",refund - fake refund - refund refund - microsoft refund - department - fake - voicemail - called - account - support,0.447735367826911,False,66004,52611,2019-12-23 22:44:17
tech scam tech_support scam alternate cleveland tech solutions mr mukesh k agarwal,6,6_techsupport_techsupport techsupport_tech_active,"['techsupport', 'techsupport techsupport', 'tech', 'active', 'nginx', 'ha', 'india', 'techsupport techsupport techsupport', 'isoftwareshop', 'indian']","['fake mcafee support scammer from india geek kart com innovative sale vizpc com isoftwareshop com alphasaleweb com thanks my indian friend monis for his help i got these fro', 'heeeey yooooou guuuuuys ah ha ha nginx is often found as the server running that supplies these tech_support scam pages russian media group rambler attempting to hold nginx hostage ars technica i fin', 'heeeey youuuu guuuuys ah ha ha nginx is often found as the server running that supplies these tech_support scam pages russian media group rambler attempting to hold nginx hostage ars technica i fin']",techsupport - techsupport techsupport - tech - active - nginx - ha - india - techsupport techsupport techsupport - isoftwareshop - indian,1.0,False,66005,52610,2019-12-23 22:13:37
medicare disability scam affiliated with social security courtesy of robokiller confirmed spam have fun,0,0_social_social security_security_administration,"['social', 'social security', 'security', 'administration', 'security administration', 'social security administration', 'phone', 'ssa', 'alert nomorobo', 'phone alert']","['ssa scam phone scam alert nomorobo hi this message is intended for you from the social security administration we have received a legal complaint under your social security number and your drive', 'ssa scam phone scam alert nomorobo hi this message is intended for you from social security administration we have received a legal complaint under your social security number and your driver s', 'ssa scam phone scam alert nomorobo hi this message is intended for you from social security administration we have received a legal complaint under your social security number and your driver s']",social - social security - security - administration - security administration - social security administration - phone - ssa - alert nomorobo - phone alert,0.5572400267934028,False,66006,52609,2019-12-23 22:02:13
microsoft security scam microsoft security breach span class hashtag icon placeholder span scam span same call center,9,9_microsoft_windows_microsoft support_support,"['microsoft', 'windows', 'microsoft support', 'support', 'computer', 'pc', 'microsoft techsupport', 'vm', 'tried', 'techsupport']","['microsoft tech_support scam 12 20 19', 'microsoft scammer fake microsoft support', 'microsoft support scam']",microsoft - windows - microsoft support - support - computer - pc - microsoft techsupport - vm - tried - techsupport,0.3885244454069893,False,66007,52607,2019-12-23 21:24:19
microsoft popup scam url fake microsoft popup appears to be a working number of an indian tech_support call center,3,3_microsoft popup_popup_appears working_appears,"['microsoft popup', 'popup', 'appears working', 'appears', 'techsupport center', 'working indian', 'indian techsupport center', 'working indian techsupport', 'appears working indian', 'indian techsupport']","['microsoft popup scam link appears to be a working number of an indian tech_support call center', 'microsoft popup scam link appears to be a working number of an indian tech_support call center microsoft popup scam', 'microsoft popup scam link appears to be a working number of an indian tech_support call center']",microsoft popup - popup - appears working - appears - techsupport center - working indian - indian techsupport center - working indian techsupport - appears working indian - indian techsupport,1.0,False,66008,52606,2019-12-23 21:07:39
fake microsoft pop up url fake microsoft pop up,4,4_fake microsoft_fake microsoft pop_microsoft pop_pop,"['fake microsoft', 'fake microsoft pop', 'microsoft pop', 'pop', 'fake', 'microsoft', 'pop fake', 'microsoft pop fake', 'pop fake microsoft', 'pop url']","['fake microsoft pop up url fake microsoft pop up', 'fake microsoft pop up url fake microsoft pop up', 'fake microsoft pop up url fake microsoft pop up']",fake microsoft - fake microsoft pop - microsoft pop - pop - fake - microsoft - pop fake - microsoft pop fake - pop fake microsoft - pop url,0.2955441123419388,True,66009,52605,2019-12-23 19:59:36
microsoft popup scam url fake microsoft popup appears to be a working number of an indian tech_support call center,3,3_microsoft popup_popup_appears working_appears,"['microsoft popup', 'popup', 'appears working', 'appears', 'techsupport center', 'working indian', 'indian techsupport center', 'working indian techsupport', 'appears working indian', 'indian techsupport']","['microsoft popup scam link appears to be a working number of an indian tech_support call center', 'microsoft popup scam link appears to be a working number of an indian tech_support call center microsoft popup scam', 'microsoft popup scam link appears to be a working number of an indian tech_support call center']",microsoft popup - popup - appears working - appears - techsupport center - working indian - indian techsupport center - working indian techsupport - appears working indian - indian techsupport,1.0,False,66010,52604,2019-12-23 19:48:06
more bhenchods to troll refund scam and the same guys here please add this to bobrtc and post the link here it seems i can t add numbers even though i once could and still should be eligible to,1,1_refund_fake refund_refund refund_microsoft refund,"['refund', 'fake refund', 'refund refund', 'microsoft refund', 'department', 'fake', 'voicemail', 'called', 'account', 'support']","['more refund scammers', 'refund scam', 'refund scam']",refund - fake refund - refund refund - microsoft refund - department - fake - voicemail - called - account - support,0.45852360490807625,False,66011,52603,2019-12-23 19:23:33
amazon scam got a call saying that i was 300 dollars in debt on my amazon account and needed to take action the number is have fun there very entertaining,12,12_amazon_amazonprime_account_travel,"['amazon', 'amazonprime', 'account', 'travel', 'amazon account', 'robocaller', 'robocaller warning nomorobo', 'robocaller warning', 'warning nomorobo', 'won']","['amazon_prime fake robocall robocaller warning nomorobo from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an acco', 'amazon purchase fake amazon purchase 99 robocaller warning nomorobo pay attention this is amazon_prime your amazon_prime it seems your amazon account misused somebody using your amazon account su', 'amazaon charge scam robocaller warning nomorobo call from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an account or if y']",amazon - amazonprime - account - travel - amazon account - robocaller - robocaller warning nomorobo - robocaller warning - warning nomorobo - won,1.0,False,66012,52602,2019-12-23 19:12:39
testoboost pro scam please read what i wrote before asking if this is a legit company they say they base their claims off of customer reviews yet the only reviews i,12,12_amazon_amazonprime_account_travel,"['amazon', 'amazonprime', 'account', 'travel', 'amazon account', 'robocaller', 'robocaller warning nomorobo', 'robocaller warning', 'warning nomorobo', 'won']","['amazon_prime fake robocall robocaller warning nomorobo from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an acco', 'amazon purchase fake amazon purchase 99 robocaller warning nomorobo pay attention this is amazon_prime your amazon_prime it seems your amazon account misused somebody using your amazon account su', 'amazaon charge scam robocaller warning nomorobo call from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an account or if y']",amazon - amazonprime - account - travel - amazon account - robocaller - robocaller warning nomorobo - robocaller warning - warning nomorobo - won,1.0,False,66013,52601,2019-12-23 19:02:26
ssa scam phone scam alert nomorobo call is from department of fraud investigation social security administration to inform you that we have found some suspicious activity on your social security,0,0_social_social security_security_administration,"['social', 'social security', 'security', 'administration', 'security administration', 'social security administration', 'phone', 'ssa', 'alert nomorobo', 'phone alert']","['ssa scam phone scam alert nomorobo hi this message is intended for you from the social security administration we have received a legal complaint under your social security number and your drive', 'ssa scam phone scam alert nomorobo hi this message is intended for you from social security administration we have received a legal complaint under your social security number and your driver s', 'ssa scam phone scam alert nomorobo hi this message is intended for you from social security administration we have received a legal complaint under your social security number and your driver s']",social - social security - security - administration - security administration - social security administration - phone - ssa - alert nomorobo - phone alert,0.3081621003056365,False,66014,52600,2019-12-23 17:21:33
apple support,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.56049474864559,False,66015,52599,2019-12-23 17:12:02
capital loans image 093509png png,10,10_popup_image_popup microsoft_microsoft popup microsoft,"['popup', 'image', 'popup microsoft', 'microsoft popup microsoft', 'png', 'popup microsoft popup', 'microsoft', 'microsoft popup', 'screenshot', 'image screenshot']","['microsoft popup scam link', 'dating app chat image screenshot 135517png png image screenshot 135526png png', 'romance scammer jean image screenshot 115148png png image screenshot 115156png png']",popup - image - popup microsoft - microsoft popup microsoft - png - popup microsoft popup - microsoft - microsoft popup - screenshot - image screenshot,0.5065531203744664,False,66016,52598,2019-12-23 15:37:04
idea for bobrtc bobrtc should be able to spoof the number by typing the number also a voice changer and background noise,7,7_bobrtc_bob_calls_add,"['bobrtc', 'bob', 'calls', 'add', 'non', 'phonebook', 'work', 'available', 'uk', 'connect']","['bobrtc question i opened bobrtc today and i were no longer able to add numbers i ve got 39322xp now my question how long does an account need to exist to add numbers it s a bit sad that there are not so much numbers on bobrtc bu', 'bobrtc is moving to a new site this weekend dec 21 bobrtc tel bobrtc has thwarted yet another takedown attempt this time an attacker went after godaddy the registrar of bobrtc live by sending bupkis complaints a few months ago a lawyer was haggling godaddy trying to pry owner', 'limited non toll free dialing available again on bobrtc we have some non toll free dialing available again on bobrtc this outage was due to losing an agreement to deliver traffic the previous outage of ntf 4 weeks ago had everything to do with what numbers were being di']",bobrtc - bob - calls - add - non - phonebook - work - available - uk - connect,1.0,False,66017,52597,2019-12-23 15:02:11
christmas reduced service times holidays are an interesting time for scamming scambaiting this will be the first christmas season with bobrtc in existence and we want to ensure that it sticks around for many more holidays in future but we also hav,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.43084008511408,False,66018,52596,2019-12-23 14:34:20
this number has been active for far too long you ll need a few burners because they block numbers after the first or second call however international numbers seem to last longer,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.4004827861474357,False,66019,52595,2019-12-23 14:29:27
health enrollment scam,8,8_insurance_health_warranty_car,"['insurance', 'health', 'warranty', 'car', 'company', 'pills', 'health insurance', 'sell', 'keto', 'gohealth']","['high value insurance scam three automated messages from an issam hiring manager at family first life saying he got my application for a high value insurance policy on craigslist has been calling my desk phone at work and i don t use craigsli', 'health insurance scam', 'this is a shady car insurance company called protect my car offering free roadside assistance and 100 car maintenance coverage and insurance for 50 bucks a month plus a flexible down payment fee wh']",insurance - health - warranty - car - company - pills - health insurance - sell - keto - gohealth,1.0,False,66020,52594,2019-12-23 14:19:34
adaross scam site list 12 23 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b,11,11_size_adaross_size adaross_adaross replying,"['size', 'adaross', 'size adaross', 'adaross replying', 'finds', 'automatically automated finds', 'automated finds popups', 'automated finds', 'adaross site list', 'automatically automated']","['adaross scam site list 12 03 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b', 'adaross scam site list 12 02 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b', 'adaross scam site list 12 06 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b']",size - adaross - size adaross - adaross replying - finds - automatically automated finds - automated finds popups - automated finds - adaross site list - automatically automated,1.0,False,66021,52592,2019-12-23 12:32:48
im back with more scammer links,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.48708596311428953,False,66022,52591,2019-12-23 07:57:53
tech_support scam fake indian scammer bryan smith press one,6,6_techsupport_techsupport techsupport_tech_active,"['techsupport', 'techsupport techsupport', 'tech', 'active', 'nginx', 'ha', 'india', 'techsupport techsupport techsupport', 'isoftwareshop', 'indian']","['fake mcafee support scammer from india geek kart com innovative sale vizpc com isoftwareshop com alphasaleweb com thanks my indian friend monis for his help i got these fro', 'heeeey yooooou guuuuuys ah ha ha nginx is often found as the server running that supplies these tech_support scam pages russian media group rambler attempting to hold nginx hostage ars technica i fin', 'heeeey youuuu guuuuys ah ha ha nginx is often found as the server running that supplies these tech_support scam pages russian media group rambler attempting to hold nginx hostage ars technica i fin']",techsupport - techsupport techsupport - tech - active - nginx - ha - india - techsupport techsupport techsupport - isoftwareshop - indian,1.0,False,66023,52590,2019-12-23 07:27:34
urgent help hey everyone i ve been noticing more and more scammers are asking for your phone number to call you back i m using bobrtc so when they call back it won t work i ve heard textnow com is a great way to get around this,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.3719635212723691,False,66024,52589,2019-12-22 23:13:52
insurance scam found a scammer called me from this number happy holidays,8,8_insurance_health_warranty_car,"['insurance', 'health', 'warranty', 'car', 'company', 'pills', 'health insurance', 'sell', 'keto', 'gohealth']","['high value insurance scam three automated messages from an issam hiring manager at family first life saying he got my application for a high value insurance policy on craigslist has been calling my desk phone at work and i don t use craigsli', 'health insurance scam', 'this is a shady car insurance company called protect my car offering free roadside assistance and 100 car maintenance coverage and insurance for 50 bucks a month plus a flexible down payment fee wh']",insurance - health - warranty - car - company - pills - health insurance - sell - keto - gohealth,1.0,False,66025,52588,2019-12-22 21:56:08
indian scammer this fool called me and was literally the biggest indian just annoy him,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.6351768101894768,False,66026,52584,2019-12-22 19:46:35
you ve won 7m plus a mercedes ashdown ar say that you received a call with some sort of offer then give him your worst pretty sure he s jamaican,5,5_money_bank_power_company,"['money', 'bank', 'power', 'company', 'scammed', 'apartment', 'guy', 'spoofed', 'yes', 'sent']","['one more bank acc info used by scammers in intense 419 scam here you go one more bank acc this scammer is quite optimistic in getting his money use this informztion how ever you like scum deserves hell and no less bank name barclays bank plc bank address acorn hous', 'coned unpaid balance power shutoff threat scam robo dialed from spoofed number claims to be coned and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money these evil jerks needs to be pounded the num', 'pg e unpaid balance power shutoff threat scam robodialed from spoofed number claims to be pg e and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money evil scammer needs to be pounded the number le']",money - bank - power - company - scammed - apartment - guy - spoofed - yes - sent,1.0,False,66027,52583,2019-12-22 19:28:57
listed on scam list i called number and guy said he was on list by mistake,5,5_money_bank_power_company,"['money', 'bank', 'power', 'company', 'scammed', 'apartment', 'guy', 'spoofed', 'yes', 'sent']","['one more bank acc info used by scammers in intense 419 scam here you go one more bank acc this scammer is quite optimistic in getting his money use this informztion how ever you like scum deserves hell and no less bank name barclays bank plc bank address acorn hous', 'coned unpaid balance power shutoff threat scam robo dialed from spoofed number claims to be coned and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money these evil jerks needs to be pounded the num', 'pg e unpaid balance power shutoff threat scam robodialed from spoofed number claims to be pg e and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money evil scammer needs to be pounded the number le']",money - bank - power - company - scammed - apartment - guy - spoofed - yes - sent,1.0,False,66028,52582,2019-12-22 19:24:08
uk number on bob i know that it costs credits but i had to have a go at the uk number called them and the usual indian scammer voice greeted me but at least admitted to,7,7_bobrtc_bob_calls_add,"['bobrtc', 'bob', 'calls', 'add', 'non', 'phonebook', 'work', 'available', 'uk', 'connect']","['bobrtc question i opened bobrtc today and i were no longer able to add numbers i ve got 39322xp now my question how long does an account need to exist to add numbers it s a bit sad that there are not so much numbers on bobrtc bu', 'bobrtc is moving to a new site this weekend dec 21 bobrtc tel bobrtc has thwarted yet another takedown attempt this time an attacker went after godaddy the registrar of bobrtc live by sending bupkis complaints a few months ago a lawyer was haggling godaddy trying to pry owner', 'limited non toll free dialing available again on bobrtc we have some non toll free dialing available again on bobrtc this outage was due to losing an agreement to deliver traffic the previous outage of ntf 4 weeks ago had everything to do with what numbers were being di']",bobrtc - bob - calls - add - non - phonebook - work - available - uk - connect,1.0,False,66029,52581,2019-12-22 18:03:11
uk number on bob uk number on bob i know that it costs credits but i had to have a go at the uk number as normally all of the numbers are american so when this popped up i just had to try it out h,7,7_bobrtc_bob_calls_add,"['bobrtc', 'bob', 'calls', 'add', 'non', 'phonebook', 'work', 'available', 'uk', 'connect']","['bobrtc question i opened bobrtc today and i were no longer able to add numbers i ve got 39322xp now my question how long does an account need to exist to add numbers it s a bit sad that there are not so much numbers on bobrtc bu', 'bobrtc is moving to a new site this weekend dec 21 bobrtc tel bobrtc has thwarted yet another takedown attempt this time an attacker went after godaddy the registrar of bobrtc live by sending bupkis complaints a few months ago a lawyer was haggling godaddy trying to pry owner', 'limited non toll free dialing available again on bobrtc we have some non toll free dialing available again on bobrtc this outage was due to losing an agreement to deliver traffic the previous outage of ntf 4 weeks ago had everything to do with what numbers were being di']",bobrtc - bob - calls - add - non - phonebook - work - available - uk - connect,1.0,False,66030,52580,2019-12-22 18:01:55
hilarious prank calls it s been a while since i posted something on here here s a link to one of my latest batch of prank calls,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.41001911803635915,False,66031,52579,2019-12-22 17:55:11
adaross scam site list 12 22 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b,11,11_size_adaross_size adaross_adaross replying,"['size', 'adaross', 'size adaross', 'adaross replying', 'finds', 'automatically automated finds', 'automated finds popups', 'automated finds', 'adaross site list', 'automatically automated']","['adaross scam site list 12 03 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b', 'adaross scam site list 12 02 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b', 'adaross scam site list 12 06 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b']",size - adaross - size adaross - adaross replying - finds - automatically automated finds - automated finds popups - automated finds - adaross site list - automatically automated,1.0,False,66032,52577,2019-12-22 06:00:14
