Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document,orig_index,id,created_at
fake microsoft pop up scam number scammer s website or email additional information about this scam,3,3_microsoft_fake microsoft_pop_fake microsoft pop,"['microsoft', 'fake microsoft', 'pop', 'fake microsoft pop', 'microsoft pop', 'fake', 'pop fake', 'apple', 'microsoft pop fake', 'pop fake microsoft']","['fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam scam number scammer s website or email additional information about this scam']",microsoft - fake microsoft - pop - fake microsoft pop - microsoft pop - fake - pop fake - apple - microsoft pop fake - pop fake microsoft,1.0,False,10342,148832,2024-01-30 15:58:20.406
amazon live scam 30 jan scam number scammer s website or email,0,0_live_amazon live_amazon_jan,"['live', 'amazon live', 'amazon', 'jan', 'live jan', 'amazon live jan', 'page', 'live jan amazon', 'jan amazon', 'jan amazon live']","['amazon live scam 28 jan scam number scammer s website or email', 'amazon live scam 19 jan scam number scammer s website or email number website', 'amazon live scam 19 jan scam number 2 scammer s website or email']",live - amazon live - amazon - jan - live jan - amazon live jan - page - live jan amazon - jan amazon - jan amazon live,1.0,False,10343,148831,2024-01-30 15:51:24.067
microsoft scammer scam number scammer s website or email additional information about this scam microsoft scam number,3,3_microsoft_fake microsoft_pop_fake microsoft pop,"['microsoft', 'fake microsoft', 'pop', 'fake microsoft pop', 'microsoft pop', 'fake', 'pop fake', 'apple', 'microsoft pop fake', 'pop fake microsoft']","['fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam scam number scammer s website or email additional information about this scam']",microsoft - fake microsoft - pop - fake microsoft pop - microsoft pop - fake - pop fake - apple - microsoft pop fake - pop fake microsoft,0.06145404278308002,False,10344,148830,2024-01-30 15:50:41.487
paypal scam scam number scammer s website or email additional information about this scam,7,7_paypal_paypal paypal_paypal support_paypal support paypal,"['paypal', 'paypal paypal', 'paypal support', 'paypal support paypal', 'support paypal', 'paypal bc', 'bc', 'uk', 'btc', 'sent']","['paypal scam scam number scammer s website or email additional information about this scam', 'paypal scam number scammer s website or email additional information about this scam', 'paypal scam scam number scammer s website or email additional information about this scam paypal scam']",paypal - paypal paypal - paypal support - paypal support paypal - support paypal - paypal bc - bc - uk - btc - sent,1.0,True,10345,148828,2024-01-30 15:43:08.389
active fake crypto tech_support scam scam number scammer s website or email additional information about this scam still active fake crypto tech_support scam numbers,10,10_techsupport_crypto techsupport_crypto_techsupport active,"['techsupport', 'crypto techsupport', 'crypto', 'techsupport active', 'active', 'fraud', 'techsupport fraud', 'support', 'crypto techsupport active', 'techsupport active techsupport']","['fraud tech_support scam number scam number scammer s website or email additional information about this scam fraud multiple crypto tech_support scam number', 'fraud crypto tech_support scam still active scam number scammer s website or email additional information about this scam fraud crypto tech_support scam active number firefighter619 scammerjammer007', 'crypto tech_support scam scam number scammer s website or email additional information about this scam active tech_support scam numbers']",techsupport - crypto techsupport - crypto - techsupport active - active - fraud - techsupport fraud - support - crypto techsupport active - techsupport active techsupport,1.0,False,10346,148827,2024-01-30 15:35:57.507
fake microsoft pop up scam scam number scammer s website or email additional information about this scam,3,3_microsoft_fake microsoft_pop_fake microsoft pop,"['microsoft', 'fake microsoft', 'pop', 'fake microsoft pop', 'microsoft pop', 'fake', 'pop fake', 'apple', 'microsoft pop fake', 'pop fake microsoft']","['fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam scam number scammer s website or email additional information about this scam']",microsoft - fake microsoft - pop - fake microsoft pop - microsoft pop - fake - pop fake - apple - microsoft pop fake - pop fake microsoft,1.0,True,10347,148825,2024-01-30 15:19:29.534
tech_support number scam number scammer s website or email additional information about this scam,2,2_techsupport techsupport techsupport_techsupport techsupport_techsupport_people,"['techsupport techsupport techsupport', 'techsupport techsupport', 'techsupport', 'people', 'callback techsupport', 'callback techsupport techsupport', 'techsupport techsupport callback', 'techsupport callback', 'techsupport callback techsupport', 'techsupport techsupport tech']","['tech_support scam scam number scammer s website or email site is dead now additional information about this scam they use both teamviewer and rustdesk', 'generic tech_support scam number scammer s website or email additional information about this scam this guy is using whatsapp and usa number to scam people by involving them in tech_support and providing phishing call', 'tech bank scam please elevate large scale multiple numbers this number needs to be sent to the right people as its a bigger process then i can handle and know what to do with there are content creators or more qualified people that can do better work to get these guys starts w']",techsupport techsupport techsupport - techsupport techsupport - techsupport - people - callback techsupport - callback techsupport techsupport - techsupport techsupport callback - techsupport callback - techsupport callback techsupport - techsupport techsupport tech,0.9202264469272393,False,10348,148821,2024-01-30 14:04:34.444
tech_support number scam number scammer s website or email additional information about this scam,2,2_techsupport techsupport techsupport_techsupport techsupport_techsupport_people,"['techsupport techsupport techsupport', 'techsupport techsupport', 'techsupport', 'people', 'callback techsupport', 'callback techsupport techsupport', 'techsupport techsupport callback', 'techsupport callback', 'techsupport callback techsupport', 'techsupport techsupport tech']","['tech_support scam scam number scammer s website or email site is dead now additional information about this scam they use both teamviewer and rustdesk', 'generic tech_support scam number scammer s website or email additional information about this scam this guy is using whatsapp and usa number to scam people by involving them in tech_support and providing phishing call', 'tech bank scam please elevate large scale multiple numbers this number needs to be sent to the right people as its a bigger process then i can handle and know what to do with there are content creators or more qualified people that can do better work to get these guys starts w']",techsupport techsupport techsupport - techsupport techsupport - techsupport - people - callback techsupport - callback techsupport techsupport - techsupport techsupport callback - techsupport callback - techsupport callback techsupport - techsupport techsupport tech,1.0,False,10349,148820,2024-01-30 14:02:03.306
paypal scammers today scam number paypal 802 560 5181 alex martin 12 32 30 01 2024 oliver blacke 813 398 3596,7,7_paypal_paypal paypal_paypal support_paypal support paypal,"['paypal', 'paypal paypal', 'paypal support', 'paypal support paypal', 'support paypal', 'paypal bc', 'bc', 'uk', 'btc', 'sent']","['paypal scam scam number scammer s website or email additional information about this scam', 'paypal scam number scammer s website or email additional information about this scam', 'paypal scam scam number scammer s website or email additional information about this scam paypal scam']",paypal - paypal paypal - paypal support - paypal support paypal - support paypal - paypal bc - bc - uk - btc - sent,1.0,False,10350,148819,2024-01-30 13:57:01.310
tech_support number scam number scammer s website or email additional information about this scam,2,2_techsupport techsupport techsupport_techsupport techsupport_techsupport_people,"['techsupport techsupport techsupport', 'techsupport techsupport', 'techsupport', 'people', 'callback techsupport', 'callback techsupport techsupport', 'techsupport techsupport callback', 'techsupport callback', 'techsupport callback techsupport', 'techsupport techsupport tech']","['tech_support scam scam number scammer s website or email site is dead now additional information about this scam they use both teamviewer and rustdesk', 'generic tech_support scam number scammer s website or email additional information about this scam this guy is using whatsapp and usa number to scam people by involving them in tech_support and providing phishing call', 'tech bank scam please elevate large scale multiple numbers this number needs to be sent to the right people as its a bigger process then i can handle and know what to do with there are content creators or more qualified people that can do better work to get these guys starts w']",techsupport techsupport techsupport - techsupport techsupport - techsupport - people - callback techsupport - callback techsupport techsupport - techsupport techsupport callback - techsupport callback - techsupport callback techsupport - techsupport techsupport tech,1.0,False,10351,148818,2024-01-30 13:56:37.973
discord scam i reported you to steam scammer s website or email scammer s discord id support austin additional information about this scam i moderate the wartales official discord server and several members reporte,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.8044265981374611,False,10352,148814,2024-01-30 08:56:41.895
venmo refund scam number scammer s website or email email additional information about this scam 97 90,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.3762953316657798,False,10353,148812,2024-01-30 06:06:17.742
facebook scammer group to report and troll scammer s website or email redirecting additional information about this scam it s full of yahoo boy romance scammers troll some of them but also some post victims information so anyone who wants to warn the victi,9,9_crypto_community_pharmacy_medicare,"['crypto', 'community', 'pharmacy', 'medicare', 'called', 'crypto community', 'ssa', 'facebook', 'community crypto', 'cvs']","['crypto scammer scam number scammer s website or email additional information about this scam community', '1 662 crypto scammer scam number scammer s website or email additional information about this scam community', 'crypto scammer scam number scammer s website or email additional information about this scam community']",crypto - community - pharmacy - medicare - called - crypto community - ssa - facebook - community crypto - cvs,0.45788879722562364,False,10354,148807,2024-01-30 03:05:38.526
pch scam scam number scammer s website or email additional information about this scam pch scammer deborah holland,5,5_pch_pch pch_clearinghouse_pch pch pch,"['pch', 'pch pch', 'clearinghouse', 'pch pch pch', 'publishers clearinghouse', 'publishers', 'good day', 'publisher', 'publisher clearinghouse', 'jamaican']","['pch scam scam number scammer s website or email additional information about this scam pch scam', 'pch scam scam number scammer s website or email additional information about this scam pch scam', 'pch scam scam number scammer s website or email additional information about this scam pch scam']",pch - pch pch - clearinghouse - pch pch pch - publishers clearinghouse - publishers - good day - publisher - publisher clearinghouse - jamaican,1.0,False,10355,148803,2024-01-30 02:06:16.519
tax relief scam number scammer s website or email robocall additional information about this scam tax relief robocall,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.663123479463908,False,10356,148797,2024-01-29 21:18:21.941
apple support scam scam number scammer s website or email additional information about this scam apple support scam,3,3_microsoft_fake microsoft_pop_fake microsoft pop,"['microsoft', 'fake microsoft', 'pop', 'fake microsoft pop', 'microsoft pop', 'fake', 'pop fake', 'apple', 'microsoft pop fake', 'pop fake microsoft']","['fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam scam number scammer s website or email additional information about this scam']",microsoft - fake microsoft - pop - fake microsoft pop - microsoft pop - fake - pop fake - apple - microsoft pop fake - pop fake microsoft,0.012078197594856144,False,10357,148795,2024-01-29 21:07:00.206
paypal support scam scam number scammer s website or email additional information about this scam paypal support scam,7,7_paypal_paypal paypal_paypal support_paypal support paypal,"['paypal', 'paypal paypal', 'paypal support', 'paypal support paypal', 'support paypal', 'paypal bc', 'bc', 'uk', 'btc', 'sent']","['paypal scam scam number scammer s website or email additional information about this scam', 'paypal scam number scammer s website or email additional information about this scam', 'paypal scam scam number scammer s website or email additional information about this scam paypal scam']",paypal - paypal paypal - paypal support - paypal support paypal - support paypal - paypal bc - bc - uk - btc - sent,1.0,False,10358,148794,2024-01-29 20:37:51.964
apple support scam scam number scammer s website or email additional information about this scam apple support scam,3,3_microsoft_fake microsoft_pop_fake microsoft pop,"['microsoft', 'fake microsoft', 'pop', 'fake microsoft pop', 'microsoft pop', 'fake', 'pop fake', 'apple', 'microsoft pop fake', 'pop fake microsoft']","['fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam scam number scammer s website or email additional information about this scam']",microsoft - fake microsoft - pop - fake microsoft pop - microsoft pop - fake - pop fake - apple - microsoft pop fake - pop fake microsoft,0.012079621777458704,False,10359,148793,2024-01-29 20:35:53.409
paypal support scam scam number scammer s website or email additional information about this scam paypal support scam,7,7_paypal_paypal paypal_paypal support_paypal support paypal,"['paypal', 'paypal paypal', 'paypal support', 'paypal support paypal', 'support paypal', 'paypal bc', 'bc', 'uk', 'btc', 'sent']","['paypal scam scam number scammer s website or email additional information about this scam', 'paypal scam number scammer s website or email additional information about this scam', 'paypal scam scam number scammer s website or email additional information about this scam paypal scam']",paypal - paypal paypal - paypal support - paypal support paypal - support paypal - paypal bc - bc - uk - btc - sent,1.0,False,10360,148792,2024-01-29 20:33:13.310
coinbase scammers update new number 1 scam number 1 scammer s website or email additional information about this scam every minute new numbers has been launched on coinbase crypto gemini for support they all are doing scam,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.9618620231148436,False,10361,148791,2024-01-29 20:29:50.804
geeka squat scam number scammer s website or email additional information about this scam 419 charge inv gx 4138990,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.804426598137461,False,10362,148790,2024-01-29 20:29:03.855
norton lifelock scam number scammer s website or email additional information about this scam,4,4_norton_nortonrefund_chase_norton norton,"['norton', 'nortonrefund', 'chase', 'norton norton', 'invoice', 'norton antivirus', 'antivirus', 'nortonrefund norton', 'lifelock', 'norton lifelock']","['norton scam scam number scammer s website or email email additional information about this scam 451 35', 'norton scam number scammer s website or email additional information about this scam', 'norton_refund scam number scammer s website or email email additional information about this scam norton 539 97']",norton - nortonrefund - chase - norton norton - invoice - norton antivirus - antivirus - nortonrefund norton - lifelock - norton lifelock,0.0342774691650768,False,10363,148789,2024-01-29 20:21:36.906
fake ssa scam number scammer s website or email none provided additional information about this scam this bitch called me on my real phone number wanted all the good stuff full ss mother s maiden name fathe,9,9_crypto_community_pharmacy_medicare,"['crypto', 'community', 'pharmacy', 'medicare', 'called', 'crypto community', 'ssa', 'facebook', 'community crypto', 'cvs']","['crypto scammer scam number scammer s website or email additional information about this scam community', '1 662 crypto scammer scam number scammer s website or email additional information about this scam community', 'crypto scammer scam number scammer s website or email additional information about this scam community']",crypto - community - pharmacy - medicare - called - crypto community - ssa - facebook - community crypto - cvs,0.6837456248523759,False,10364,148787,2024-01-29 19:49:51.004
fake micrsoft scam scam number scammer s website or email additional information about this scam,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.5118467104540178,False,10365,148786,2024-01-29 19:42:14.438
apple support scam scam number scammer s website or email additional information about this scam apple scam,3,3_microsoft_fake microsoft_pop_fake microsoft pop,"['microsoft', 'fake microsoft', 'pop', 'fake microsoft pop', 'microsoft pop', 'fake', 'pop fake', 'apple', 'microsoft pop fake', 'pop fake microsoft']","['fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam scam number scammer s website or email additional information about this scam']",microsoft - fake microsoft - pop - fake microsoft pop - microsoft pop - fake - pop fake - apple - microsoft pop fake - pop fake microsoft,0.012083983687476875,False,10366,148785,2024-01-29 19:39:26.161
microsoft scam number scam number scammer s website or email additional information about this scam microsoft scam number,3,3_microsoft_fake microsoft_pop_fake microsoft pop,"['microsoft', 'fake microsoft', 'pop', 'fake microsoft pop', 'microsoft pop', 'fake', 'pop fake', 'apple', 'microsoft pop fake', 'pop fake microsoft']","['fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam scam number scammer s website or email additional information about this scam']",microsoft - fake microsoft - pop - fake microsoft pop - microsoft pop - fake - pop fake - apple - microsoft pop fake - pop fake microsoft,0.059754387433555135,False,10367,148784,2024-01-29 19:36:47.057
norton_refund scam number scammer s website or email email additional information about this scam 399 99 invoice id is ejyf,4,4_norton_nortonrefund_chase_norton norton,"['norton', 'nortonrefund', 'chase', 'norton norton', 'invoice', 'norton antivirus', 'antivirus', 'nortonrefund norton', 'lifelock', 'norton lifelock']","['norton scam scam number scammer s website or email email additional information about this scam 451 35', 'norton scam number scammer s website or email additional information about this scam', 'norton_refund scam number scammer s website or email email additional information about this scam norton 539 97']",norton - nortonrefund - chase - norton norton - invoice - norton antivirus - antivirus - nortonrefund norton - lifelock - norton lifelock,1.0,False,10368,148783,2024-01-29 19:35:19.235
1 coinbase scam scam number 1 scammer s website or email additional information about this scam they are try to stole cryptocurrency of user ofclygoodenough numberkings fermen t rex catman,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.9618620231148436,False,10369,148782,2024-01-29 19:34:56.390
fake amazon scam scam number scammer s website or email additional information about this scam,1,1_amazon_fake amazon_fake_amazon fake,"['amazon', 'fake amazon', 'fake', 'amazon fake', 'fake amazon fake', 'amazon fake amazon', 'ftc', 'advertiser', 'verified', 'fake amazon amazon']","['fake amazon scam scam number scammer s website or email additional information about this scam', 'fake amazon scam scam number scammer s website or email additional information about this scam', 'fake amazon scam scam number scammer s website or email additional information about this scam fake amazon scam on amazon']",amazon - fake amazon - fake - amazon fake - fake amazon fake - amazon fake amazon - ftc - advertiser - verified - fake amazon amazon,1.0,True,10370,148781,2024-01-29 19:33:49.645
fake amazon scam scam number scammer s website or email additional information about this scam,1,1_amazon_fake amazon_fake_amazon fake,"['amazon', 'fake amazon', 'fake', 'amazon fake', 'fake amazon fake', 'amazon fake amazon', 'ftc', 'advertiser', 'verified', 'fake amazon amazon']","['fake amazon scam scam number scammer s website or email additional information about this scam', 'fake amazon scam scam number scammer s website or email additional information about this scam', 'fake amazon scam scam number scammer s website or email additional information about this scam fake amazon scam on amazon']",amazon - fake amazon - fake - amazon fake - fake amazon fake - amazon fake amazon - ftc - advertiser - verified - fake amazon amazon,1.0,True,10371,148779,2024-01-29 19:21:04.550
fake amazon scam scam number scammer s website or email additional information about this scam,1,1_amazon_fake amazon_fake_amazon fake,"['amazon', 'fake amazon', 'fake', 'amazon fake', 'fake amazon fake', 'amazon fake amazon', 'ftc', 'advertiser', 'verified', 'fake amazon amazon']","['fake amazon scam scam number scammer s website or email additional information about this scam', 'fake amazon scam scam number scammer s website or email additional information about this scam', 'fake amazon scam scam number scammer s website or email additional information about this scam fake amazon scam on amazon']",amazon - fake amazon - fake - amazon fake - fake amazon fake - amazon fake amazon - ftc - advertiser - verified - fake amazon amazon,1.0,True,10372,148778,2024-01-29 19:14:20.485
fake amazon scam scam number scammer s website or email additional information about this scam,1,1_amazon_fake amazon_fake_amazon fake,"['amazon', 'fake amazon', 'fake', 'amazon fake', 'fake amazon fake', 'amazon fake amazon', 'ftc', 'advertiser', 'verified', 'fake amazon amazon']","['fake amazon scam scam number scammer s website or email additional information about this scam', 'fake amazon scam scam number scammer s website or email additional information about this scam', 'fake amazon scam scam number scammer s website or email additional information about this scam fake amazon scam on amazon']",amazon - fake amazon - fake - amazon fake - fake amazon fake - amazon fake amazon - ftc - advertiser - verified - fake amazon amazon,1.0,True,10373,148777,2024-01-29 19:13:10.055
tech_support scam scam number scammer s website or email additional information about this scam,2,2_techsupport techsupport techsupport_techsupport techsupport_techsupport_people,"['techsupport techsupport techsupport', 'techsupport techsupport', 'techsupport', 'people', 'callback techsupport', 'callback techsupport techsupport', 'techsupport techsupport callback', 'techsupport callback', 'techsupport callback techsupport', 'techsupport techsupport tech']","['tech_support scam scam number scammer s website or email site is dead now additional information about this scam they use both teamviewer and rustdesk', 'generic tech_support scam number scammer s website or email additional information about this scam this guy is using whatsapp and usa number to scam people by involving them in tech_support and providing phishing call', 'tech bank scam please elevate large scale multiple numbers this number needs to be sent to the right people as its a bigger process then i can handle and know what to do with there are content creators or more qualified people that can do better work to get these guys starts w']",techsupport techsupport techsupport - techsupport techsupport - techsupport - people - callback techsupport - callback techsupport techsupport - techsupport techsupport callback - techsupport callback - techsupport callback techsupport - techsupport techsupport tech,0.3811755863305611,False,10374,148776,2024-01-29 19:13:09.726
akira linda facebook romance scam targeting japanese people using google translate this scammer seems to be running some version of the romance scam pulling on people s heartstrings by claiming she is in the u s military and stationed abroad but has a sick daughter back home that she needs to get ba,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.3653624923464731,False,10375,148773,2024-01-29 19:10:54.942
bitcoin scammer scam number scammer s website or email additional information about this scam community,9,9_crypto_community_pharmacy_medicare,"['crypto', 'community', 'pharmacy', 'medicare', 'called', 'crypto community', 'ssa', 'facebook', 'community crypto', 'cvs']","['crypto scammer scam number scammer s website or email additional information about this scam community', '1 662 crypto scammer scam number scammer s website or email additional information about this scam community', 'crypto scammer scam number scammer s website or email additional information about this scam community']",crypto - community - pharmacy - medicare - called - crypto community - ssa - facebook - community crypto - cvs,1.0,False,10376,148771,2024-01-29 19:09:20.160
counbase scammer scam number scammer s website or email additional information about this scam community,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.9618620231148436,False,10377,148768,2024-01-29 19:06:55.114
two new scams one paypal the other lifelock scam number scammer s website or email additional information about this scam indian refund scams,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.76841719604504,False,10378,148764,2024-01-29 19:03:21.264
fubo tv scam number scam number scammer s website or email additional information about this scam,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.4854015794272104,False,10379,148761,2024-01-29 18:59:05.573
amazon scammers scam number scammer s website or email additional information about this scam ask for peter cooper he gets triggered quick and throws a fit if you make fun of his name,1,1_amazon_fake amazon_fake_amazon fake,"['amazon', 'fake amazon', 'fake', 'amazon fake', 'fake amazon fake', 'amazon fake amazon', 'ftc', 'advertiser', 'verified', 'fake amazon amazon']","['fake amazon scam scam number scammer s website or email additional information about this scam', 'fake amazon scam scam number scammer s website or email additional information about this scam', 'fake amazon scam scam number scammer s website or email additional information about this scam fake amazon scam on amazon']",amazon - fake amazon - fake - amazon fake - fake amazon fake - amazon fake amazon - ftc - advertiser - verified - fake amazon amazon,0.8866617843190144,False,10380,148758,2024-01-29 18:53:39.938
paypal btc scam number scammer s website or email email additional information about this scam,7,7_paypal_paypal paypal_paypal support_paypal support paypal,"['paypal', 'paypal paypal', 'paypal support', 'paypal support paypal', 'support paypal', 'paypal bc', 'bc', 'uk', 'btc', 'sent']","['paypal scam scam number scammer s website or email additional information about this scam', 'paypal scam number scammer s website or email additional information about this scam', 'paypal scam scam number scammer s website or email additional information about this scam paypal scam']",paypal - paypal paypal - paypal support - paypal support paypal - support paypal - paypal bc - bc - uk - btc - sent,1.0,False,10381,148757,2024-01-29 18:50:47.063
paypal scam 699 70 scam number scammer s website or email smgs us additional information about this scam found on numberguru scam invoice this number was on an invoice from paypal to amazon for an iphone in the tune,6,6_paypal_invoice_fake_fake paypal,"['paypal', 'invoice', 'fake', 'fake paypal', 'poster', 'did', 'receive', 'numberguru', 'did receive', 'fake invoice']","['fake paypal scam scam number scammer s website or email additional information about this scam', 'fake paypal scam scam number scammer s website or email additional information about this scam', 'fake paypal scam scam number scammer s website or email additional information about this scam']",paypal - invoice - fake - fake paypal - poster - did - receive - numberguru - did receive - fake invoice,0.34360798383810737,False,10382,148756,2024-01-29 18:27:41.977
mcafee refund scam number scammer s website or email email additional information about this scam invoice alert date your subscription with mcafee will renew today this is a receipt for your recent,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.8739869889696724,False,10383,148754,2024-01-29 17:59:55.060
fake paypal scam scam number scammer s website or email additional information about this scam,6,6_paypal_invoice_fake_fake paypal,"['paypal', 'invoice', 'fake', 'fake paypal', 'poster', 'did', 'receive', 'numberguru', 'did receive', 'fake invoice']","['fake paypal scam scam number scammer s website or email additional information about this scam', 'fake paypal scam scam number scammer s website or email additional information about this scam', 'fake paypal scam scam number scammer s website or email additional information about this scam']",paypal - invoice - fake - fake paypal - poster - did - receive - numberguru - did receive - fake invoice,1.0,True,10384,148753,2024-01-29 17:44:05.034
